date,gender,age,address,famsize,Pstatus,M_Edu,F_Edu,M_Job,F_Job,relationship,smoker,tuition_fee,time_friends,ssc_result,hsc_result
29/04/2018,F,18.0,Urban,GT3,Together,0,1,Health,Farmer,No,No,86818.0,3,5.0,4.52
29/04/2018,F,19.0,Rural,GT3,Together,3,2,Services,Farmer,Yes,No,73201.0,1,3.88,3.14
29/04/2018,M,19.0,Rural,GT3,Together,2,2,At_home,Farmer,Yes,No,46144.0,4,4.21,3.25
29/04/2018,M,19.0,Rural,LE3,Together,3,4,Health,Teacher,No,No,71001.0,4,3.77,3.25
29/04/2018,M,18.0,Rural,GT3,Together,0,2,At_home,Services,No,No,25867.0,2,4.02,3.24
29/04/2018,F,18.0,Rural,GT3,Together,2,3,Teacher,Teacher,Yes,No,62182.0,5,2.46,2.0
29/04/2018,M,17.0,Rural,LE3,Together,2,2,Other,Health,No,No,49340.0,4,4.89,4.48
29/04/2018,F,19.0,Urban,LE3,Together,2,2,Teacher,Business,No,No,86837.0,2,3.33,2.96
29/04/2018,F,18.0,Rural,GT3,Together,2,2,Health,Health,No,No,43787.0,4,4.54,4.13
29/04/2018,F,19.0,Rural,LE3,Together,3,2,Teacher,Health,No,No,40393.0,4,4.57,3.98
29/04/2018,M,19.0,Rural,GT3,Together,4,2,Services,Business,No,No,57056.0,5,2.63,2.0
29/04/2018,F,17.0,Urban,GT3,Together,0,1,At_home,Farmer,No,Yes,108160.0,3,3.84,3.07
29/04/2018,M,17.0,Rural,GT3,Together,0,4,Health,Teacher,No,No,69957.0,2,4.06,3.21
29/04/2018,F,17.0,Urban,LE3,Together,3,2,Services,Services,No,No,108429.0,4,3.87,3.3
29/04/2018,M,17.0,Rural,GT3,Together,0,1,At_home,Health,Yes,No,56899.0,4,3.8,2.97
29/04/2018,M,19.0,Urban,GT3,Together,4,0,Services,Health,Yes,No,117221.0,1,3.52,2.85
29/04/2018,F,17.0,Urban,GT3,Together,2,0,Teacher,Services,No,No,,3,3.34,2.81
29/04/2018,M,17.0,Rural,LE3,Together,2,2,Health,Teacher,Yes,No,79389.0,5,4.49,3.6
29/04/2018,M,17.0,Urban,GT3,Together,1,1,Teacher,Health,No,No,90905.0,2,4.06,3.28
29/04/2018,F,17.0,Rural,GT3,Together,1,0,Other,Services,No,No,54083.0,4,3.92,3.08
29/04/2018,F,19.0,Rural,GT3,Together,2,2,Health,Health,No,No,76098.0,2,2.76,2.33
29/04/2018,F,17.0,Rural,LE3,Together,4,3,Teacher,Farmer,No,No,74621.0,5,3.63,3.18
29/04/2018,F,19.0,Urban,LE3,Together,4,0,Health,Farmer,No,No,105577.0,3,3.76,3.26
29/04/2018,M,18.0,Urban,GT3,Together,1,2,At_home,Health,Yes,No,106728.0,1,4.35,3.68
29/04/2018,M,19.0,Rural,GT3,Apart,0,3,Health,Health,No,No,25663.0,3,2.67,2.14
29/04/2018,M,19.0,Rural,LE3,Together,0,4,Health,Farmer,No,No,44216.0,1,3.09,2.89
29/04/2018,M,17.0,Rural,GT3,Together,3,3,At_home,Health,Yes,Yes,49265.0,2,4.97,4.47
29/04/2018,F,18.0,Rural,LE3,Together,1,1,Teacher,Teacher,No,No,34574.0,3,3.28,2.75
29/04/2018,F,18.0,Urban,LE3,Together,0,3,Health,Teacher,No,No,87755.0,3,2.6,2.36
29/04/2018,M,18.0,Rural,GT3,Apart,1,2,Services,Business,No,No,61241.0,3,3.35,2.87
29/04/2018,M,18.0,Rural,GT3,Together,1,1,Health,Teacher,Yes,No,52676.0,5,3.28,2.4
29/04/2018,F,19.0,,GT3,Together,4,4,Teacher,Health,No,No,106561.0,2,4.22,3.73
29/04/2018,M,18.0,Urban,GT3,Together,2,2,At_home,Health,No,No,99737.0,1,4.22,3.48
29/04/2018,F,19.0,Rural,GT3,Apart,1,4,Teacher,Services,No,No,53390.0,3,3.17,2.53
29/04/2018,M,19.0,Urban,GT3,Together,1,3,Other,Teacher,No,No,96076.0,2,3.55,3.16
29/04/2018,F,19.0,Urban,GT3,Together,1,3,Health,Farmer,No,Yes,75546.0,5,4.15,3.15
29/04/2018,M,18.0,Rural,GT3,Together,0,3,Health,Farmer,No,No,46280.0,5,4.17,3.49
29/04/2018,F,17.0,Urban,GT3,Apart,0,2,At_home,Business,No,No,97953.0,2,3.13,2.72
29/04/2018,F,17.0,Urban,GT3,Together,2,2,Health,Services,No,No,,1,3.2,2.72
29/04/2018,F,18.0,Rural,LE3,Together,0,4,Services,Farmer,No,No,65576.0,2,5.0,4.56
29/04/2018,F,17.0,Rural,GT3,Together,1,3,Services,Business,No,No,58564.0,2,3.63,3.19
29/04/2018,F,17.0,Rural,LE3,Together,1,4,Teacher,Teacher,No,No,,4,4.77,4.28
29/04/2018,F,19.0,Rural,GT3,Together,3,4,At_home,Services,No,No,59903.0,5,3.95,3.49
29/04/2018,M,19.0,Rural,GT3,Together,2,4,Other,Services,No,No,65806.0,1,4.51,4.1
29/04/2018,F,18.0,Rural,LE3,Together,2,3,Teacher,Health,No,No,59392.0,4,4.21,3.6
29/04/2018,F,18.0,Urban,GT3,Together,2,2,At_home,Teacher,Yes,No,103087.0,2,3.91,3.14
29/04/2018,M,17.0,Rural,GT3,Together,2,1,At_home,Services,No,No,79288.0,5,3.9,2.93
29/04/2018,F,19.0,Rural,GT3,Together,0,3,Teacher,Business,No,No,69308.0,4,2.99,2.28
29/04/2018,F,18.0,Urban,GT3,Apart,4,1,Teacher,Farmer,No,No,107293.0,4,3.69,3.03
29/04/2018,F,18.0,Urban,GT3,Together,0,1,Health,Teacher,No,No,75677.0,1,3.46,2.92
29/04/2018,M,18.0,Rural,GT3,Together,2,1,Other,Teacher,Yes,No,47803.0,2,3.59,2.79
29/04/2018,M,18.0,Urban,GT3,Together,3,4,Services,Services,No,No,81225.0,1,3.56,3.19
29/04/2018,F,18.0,Urban,GT3,Together,2,4,Health,Services,No,No,80774.0,4,3.91,3.28
29/04/2018,F,18.0,Rural,GT3,Together,4,3,At_home,Services,Yes,No,58043.0,4,4.21,3.36
29/04/2018,M,17.0,Rural,GT3,Together,2,2,Other,Business,No,No,51163.0,1,3.71,3.19
29/04/2018,F,19.0,Rural,GT3,Together,3,3,Other,Health,No,No,42844.0,4,4.42,3.83
29/04/2018,F,19.0,Urban,GT3,Together,3,3,Teacher,Services,No,No,87347.0,3,3.53,3.26
29/04/2018,M,18.0,Urban,LE3,Together,4,2,Other,Health,Yes,No,105804.0,5,3.86,3.1
29/04/2018,F,19.0,Rural,GT3,Together,4,2,Other,Health,Yes,No,81764.0,2,5.0,4.49
29/04/2018,M,19.0,Rural,GT3,Together,3,2,At_home,Teacher,No,No,,5,3.02,2.46
29/04/2018,M,19.0,Urban,GT3,Apart,3,2,Health,Farmer,No,Yes,122458.0,2,3.53,3.03
29/04/2018,M,18.0,Rural,LE3,Together,1,3,Other,Farmer,Yes,No,31688.0,4,2.62,2.07
29/04/2018,F,18.0,Urban,GT3,Together,0,2,Teacher,Business,No,No,82251.0,1,3.95,3.5
29/04/2018,M,19.0,Rural,LE3,Together,2,4,Health,Business,No,No,47504.0,1,3.81,3.28
29/04/2018,M,19.0,Rural,GT3,Together,4,0,Teacher,Farmer,No,No,84720.0,4,3.88,3.34
29/04/2018,M,18.0,Rural,GT3,Together,3,2,Other,Farmer,No,No,67584.0,2,3.21,3.0
29/04/2018,M,17.0,Rural,LE3,Together,4,2,Health,Teacher,No,No,89484.0,4,3.3,2.68
29/04/2018,F,19.0,Urban,GT3,Apart,3,0,Other,Teacher,Yes,No,118852.0,2,3.84,3.22
29/04/2018,M,,Rural,GT3,Together,1,2,At_home,Farmer,Yes,No,43219.0,4,2.89,2.38
29/04/2018,M,19.0,Rural,LE3,Together,1,1,Health,Services,Yes,No,72972.0,4,4.37,3.49
29/04/2018,F,17.0,Urban,LE3,Together,1,2,Teacher,Services,No,No,94815.0,4,2.9,2.32
29/04/2018,M,17.0,Rural,GT3,Together,1,2,At_home,Teacher,No,No,54623.0,1,3.7,3.3
29/04/2018,M,17.0,Urban,GT3,Together,2,3,Services,Health,No,No,111817.0,2,3.52,2.97
29/04/2018,M,18.0,Rural,LE3,Together,4,2,Teacher,Farmer,Yes,No,48457.0,4,3.47,2.76
29/04/2018,M,17.0,Rural,GT3,Together,3,1,Other,Business,Yes,No,67855.0,5,2.76,2.0
29/04/2018,M,17.0,Rural,LE3,Together,2,3,Teacher,Services,No,No,71258.0,5,3.77,2.94
29/04/2018,M,17.0,Urban,GT3,Together,0,0,Services,Health,Yes,No,80470.0,1,3.01,2.35
29/04/2018,M,19.0,Rural,GT3,Together,1,4,Teacher,Services,No,Yes,48281.0,3,3.89,3.36
29/04/2018,F,17.0,Rural,LE3,Together,2,4,At_home,Health,Yes,No,46728.0,1,3.31,2.92
29/04/2018,M,19.0,Rural,GT3,Together,1,2,Teacher,Farmer,Yes,No,68723.0,3,3.77,2.46
29/04/2018,F,17.0,Urban,GT3,Together,0,4,Health,Farmer,Yes,No,75162.0,1,2.62,2.2
29/04/2018,F,17.0,Rural,GT3,Together,2,3,Services,Farmer,No,No,64272.0,5,4.39,3.64
29/04/2018,M,18.0,,GT3,Together,1,4,Teacher,Teacher,No,No,65488.0,4,4.51,3.91
29/04/2018,F,19.0,Urban,GT3,Together,4,3,Services,Health,No,No,128341.0,2,3.44,3.03
29/04/2018,M,17.0,Urban,LE3,Together,0,1,At_home,Business,No,Yes,76338.0,4,5.0,4.39
29/04/2018,F,19.0,Rural,GT3,Together,0,4,Health,Business,Yes,No,47296.0,5,4.29,3.37
29/04/2018,M,19.0,Rural,GT3,Together,0,1,Other,Farmer,No,No,36675.0,2,3.63,3.0
29/04/2018,M,18.0,Urban,LE3,Apart,1,1,Teacher,Business,No,No,94070.0,3,3.48,2.97
29/04/2018,M,18.0,Urban,GT3,Apart,2,1,At_home,Services,No,No,95080.0,3,3.29,3.01
29/04/2018,F,18.0,Urban,GT3,Together,3,2,Services,Health,No,No,93936.0,5,3.42,2.78
29/04/2018,M,18.0,Rural,GT3,Apart,2,2,Services,Health,Yes,No,45019.0,2,3.73,3.09
29/04/2018,F,18.0,Rural,LE3,Together,2,3,At_home,Health,Yes,No,76182.0,4,3.77,2.91
29/04/2018,M,18.0,Rural,GT3,Together,1,4,Teacher,Services,No,No,31746.0,5,2.89,2.61
29/04/2018,F,18.0,Rural,GT3,Together,2,0,Other,Teacher,No,No,57768.0,3,4.68,4.06
29/04/2018,M,18.0,Rural,GT3,Together,0,4,Teacher,Services,No,Yes,33325.0,5,4.31,3.31
29/04/2018,F,17.0,Urban,GT3,Together,1,4,Health,Health,No,No,114763.0,4,5.0,4.53
29/04/2018,M,19.0,Urban,GT3,Together,3,0,Teacher,Health,No,No,84486.0,1,4.04,3.3
29/04/2018,M,18.0,Urban,GT3,Together,3,2,Health,Health,No,No,96485.0,1,4.48,4.1
29/04/2018,M,,Rural,GT3,Together,3,4,Services,Business,Yes,No,54328.0,4,2.99,2.5
29/04/2018,M,19.0,Rural,LE3,Apart,1,3,Health,Teacher,No,No,,2,4.19,3.48
29/04/2018,F,17.0,Urban,GT3,Together,1,3,Other,Services,No,No,114001.0,5,2.64,2.18
29/04/2018,M,19.0,Urban,GT3,Together,4,3,At_home,Health,No,No,117280.0,4,3.17,2.69
29/04/2018,F,19.0,Rural,GT3,Together,0,2,Health,Farmer,No,No,51576.0,1,5.0,4.57
29/04/2018,M,18.0,Rural,GT3,Together,1,0,Teacher,Teacher,No,No,72528.0,3,3.57,2.74
29/04/2018,M,19.0,Urban,GT3,Together,0,2,Health,Farmer,No,Yes,80702.0,4,3.79,2.9
29/04/2018,M,19.0,Rural,GT3,Together,1,0,Services,Teacher,No,No,51320.0,4,4.26,3.46
29/04/2018,M,18.0,Rural,GT3,Apart,1,3,Health,Health,No,No,48437.0,4,3.77,3.35
29/04/2018,F,18.0,Urban,LE3,Together,2,4,Other,Teacher,No,No,75193.0,1,3.14,2.77
29/04/2018,M,18.0,Rural,GT3,Together,2,2,Health,Teacher,No,No,60317.0,1,3.15,2.69
29/04/2018,M,18.0,Urban,GT3,Together,4,4,Other,Health,Yes,No,113482.0,4,4.32,3.56
29/04/2018,F,19.0,Rural,GT3,Apart,0,2,Teacher,Farmer,No,No,44343.0,4,3.99,3.07
29/04/2018,F,19.0,Rural,GT3,Together,1,3,Services,Farmer,Yes,No,59144.0,2,4.34,3.65
29/04/2018,M,17.0,Rural,GT3,Together,2,3,At_home,Business,No,No,46612.0,3,4.18,3.68
29/04/2018,M,17.0,Rural,GT3,Together,2,4,Teacher,Farmer,No,No,54307.0,5,3.84,3.26
29/04/2018,F,19.0,Urban,GT3,Together,2,3,Teacher,Farmer,No,No,94623.0,5,3.81,3.12
29/04/2018,M,17.0,Rural,LE3,Together,3,1,At_home,Teacher,Yes,No,60249.0,5,3.86,2.87
29/04/2018,M,19.0,Rural,GT3,Together,0,4,Health,Business,No,No,33229.0,1,3.56,3.37
29/04/2018,M,17.0,Rural,GT3,Together,3,3,Health,Health,No,No,66274.0,1,3.57,3.11
29/04/2018,F,18.0,Rural,GT3,Together,2,0,Health,Health,No,Yes,72334.0,2,4.13,3.36
29/04/2018,F,17.0,Rural,GT3,Together,0,3,Services,Services,No,No,31595.0,1,4.74,4.12
29/04/2018,M,18.0,Rural,GT3,Together,3,4,Teacher,Business,No,No,68602.0,4,2.71,2.17
29/04/2018,M,18.0,Urban,LE3,Together,2,2,Other,Teacher,Yes,No,113377.0,3,5.0,4.37
29/04/2018,M,18.0,Rural,GT3,Together,1,2,At_home,Services,Yes,No,,3,4.25,3.35
29/04/2018,F,18.0,Rural,LE3,Apart,0,4,Teacher,Services,No,Yes,59551.0,3,4.08,3.34
29/04/2018,M,17.0,Rural,LE3,Apart,0,3,Health,Health,No,No,67926.0,3,3.14,2.51
29/04/2018,M,19.0,Rural,GT3,Apart,2,2,At_home,Farmer,No,No,59678.0,5,3.34,2.64
29/04/2018,F,18.0,Urban,GT3,Together,1,1,Other,Teacher,No,No,92214.0,5,4.2,3.27
29/04/2018,M,17.0,Urban,GT3,Together,1,1,Teacher,Business,No,No,108599.0,4,3.96,3.37
29/04/2018,F,18.0,Rural,GT3,Together,0,3,Teacher,Services,Yes,Yes,57809.0,2,2.96,2.32
29/04/2018,M,17.0,Rural,LE3,Together,3,4,Services,Teacher,No,No,83954.0,1,3.24,2.99
29/04/2018,M,17.0,Urban,GT3,Together,3,1,Teacher,Health,Yes,No,107794.0,1,3.32,2.78
29/04/2018,M,17.0,Rural,LE3,Together,3,2,Teacher,Services,No,No,62593.0,5,3.26,2.68
29/04/2018,F,19.0,Urban,GT3,Together,0,0,Other,Services,Yes,Yes,93864.0,3,3.98,3.01
29/04/2018,F,17.0,Rural,LE3,Together,4,3,Other,Health,Yes,No,89329.0,4,3.13,2.49
29/04/2018,F,17.0,Rural,LE3,Together,2,0,At_home,Health,No,No,77636.0,2,4.31,3.7
29/04/2018,M,19.0,Urban,GT3,Together,3,0,Health,Health,No,No,83689.0,5,2.83,2.25
29/04/2018,F,19.0,Urban,GT3,Together,2,0,Other,Teacher,No,No,115363.0,4,4.43,3.51
29/04/2018,M,17.0,Urban,GT3,Together,2,3,At_home,Teacher,Yes,No,89687.0,4,5.0,3.97
29/04/2018,M,19.0,Rural,LE3,Together,3,2,Teacher,Teacher,No,No,60381.0,5,4.31,3.49
29/04/2018,F,18.0,Urban,LE3,Apart,0,1,At_home,Farmer,No,No,98093.0,4,3.45,2.57
29/04/2018,M,18.0,Urban,LE3,Apart,2,4,At_home,Services,No,No,98589.0,3,3.47,2.9
29/04/2018,M,19.0,Rural,GT3,Together,3,1,At_home,Teacher,No,No,41120.0,4,3.07,2.37
29/04/2018,M,19.0,Rural,GT3,Apart,3,2,At_home,Farmer,No,No,56491.0,2,4.5,4.29
29/04/2018,M,17.0,Rural,LE3,Together,4,4,Other,Services,Yes,No,88638.0,4,3.91,3.39
29/04/2018,M,19.0,Rural,GT3,Together,2,2,Health,Teacher,No,No,74062.0,1,2.62,2.42
29/04/2018,F,17.0,Urban,LE3,Together,1,2,At_home,Health,No,No,75193.0,4,2.86,2.27
29/04/2018,M,18.0,Rural,GT3,Apart,0,0,Services,Business,Yes,No,48608.0,5,2.66,2.0
29/04/2018,F,19.0,Rural,GT3,Together,2,3,Teacher,Teacher,No,No,50213.0,1,4.3,3.62
29/04/2018,F,17.0,,GT3,Together,2,2,Teacher,Business,No,No,49230.0,5,3.15,2.65
29/04/2018,M,17.0,Urban,GT3,Together,1,4,Teacher,Teacher,Yes,No,88423.0,2,4.34,3.72
29/04/2018,M,18.0,Rural,GT3,Together,0,1,Teacher,Health,No,No,42187.0,3,3.44,2.84
29/04/2018,M,19.0,Rural,GT3,Together,2,2,Teacher,Business,Yes,No,45040.0,2,4.32,3.43
29/04/2018,F,18.0,Rural,GT3,Together,3,3,At_home,Farmer,No,No,40766.0,1,3.63,3.23
29/04/2018,M,17.0,Urban,GT3,Together,4,4,Health,Health,No,No,114949.0,3,4.42,3.88
29/04/2018,F,17.0,Urban,GT3,Together,3,0,Services,Business,Yes,No,83527.0,4,3.29,2.31
29/04/2018,M,19.0,Urban,LE3,Together,3,4,Other,Business,No,No,91021.0,1,3.32,3.21
29/04/2018,F,17.0,Urban,LE3,Together,2,2,Services,Health,Yes,No,92872.0,3,3.5,2.64
29/04/2018,M,19.0,Rural,LE3,Together,4,2,Other,Health,Yes,No,81897.0,5,4.34,3.39
29/04/2018,M,18.0,Urban,LE3,Together,2,1,Other,Health,Yes,No,86758.0,3,3.1,2.21
29/04/2018,F,19.0,Rural,GT3,Apart,3,3,Services,Services,No,Yes,58757.0,5,3.43,2.83
29/04/2018,F,19.0,Urban,GT3,Apart,4,2,At_home,Farmer,No,No,110412.0,5,3.64,3.0
29/04/2018,M,17.0,Urban,GT3,Together,4,2,Teacher,Teacher,No,No,99312.0,3,4.06,3.63
29/04/2018,F,17.0,Rural,LE3,Together,1,0,At_home,Business,No,No,52119.0,2,3.54,2.82
29/04/2018,M,,Urban,GT3,Together,0,1,Teacher,Teacher,No,No,76804.0,2,4.18,3.34
29/04/2018,F,17.0,Rural,GT3,Together,1,4,Health,Health,No,No,40983.0,5,3.31,2.72
29/04/2018,F,17.0,Rural,LE3,Apart,0,4,Other,Farmer,No,No,54999.0,1,4.44,3.62
29/04/2018,M,17.0,Urban,GT3,Together,0,3,Services,Farmer,No,No,95557.0,3,4.29,3.75
29/04/2018,M,19.0,Urban,GT3,Together,1,1,Health,Services,Yes,No,109758.0,1,3.43,2.63
29/04/2018,M,17.0,Urban,GT3,Together,1,2,Teacher,Health,No,No,98788.0,2,4.27,3.85
29/04/2018,M,19.0,Urban,GT3,Together,2,3,At_home,Business,No,No,106950.0,1,3.09,2.67
29/04/2018,F,17.0,Urban,GT3,Together,3,4,Services,Services,No,No,83983.0,4,3.91,3.19
29/04/2018,M,18.0,Urban,GT3,Apart,1,2,Other,Health,No,No,73768.0,4,3.29,2.75
29/04/2018,M,17.0,Urban,GT3,Together,2,4,Health,Services,No,No,76504.0,2,4.0,3.58
29/04/2018,F,17.0,Rural,GT3,Together,3,4,Other,Teacher,Yes,No,42450.0,1,3.69,3.27
29/04/2018,F,19.0,Rural,LE3,Together,2,4,Teacher,Health,No,No,46236.0,3,3.31,2.89
29/04/2018,M,19.0,Rural,LE3,Together,4,1,Other,Business,No,No,53002.0,2,2.78,2.71
29/04/2018,M,17.0,Urban,GT3,Together,0,0,At_home,Business,Yes,No,74891.0,4,3.66,2.56
29/04/2018,M,18.0,Urban,LE3,Together,1,2,Health,Health,No,No,108787.0,2,4.58,4.31
29/04/2018,M,17.0,Rural,GT3,Together,2,2,Health,Services,No,No,48898.0,1,3.98,3.29
29/04/2018,F,17.0,Rural,GT3,Together,0,1,At_home,Farmer,No,No,35472.0,1,2.78,2.54
29/04/2018,M,18.0,Rural,GT3,Together,2,1,Other,Health,No,No,50264.0,1,3.65,3.2
29/04/2018,F,19.0,Urban,GT3,Together,1,3,At_home,Business,No,No,87691.0,5,4.57,4.18
29/04/2018,M,17.0,Rural,GT3,Together,1,2,Services,Teacher,No,No,73487.0,1,3.6,3.23
29/04/2018,F,19.0,Rural,GT3,Together,1,2,At_home,Business,No,No,62632.0,4,3.17,2.31
29/04/2018,F,19.0,Urban,GT3,Together,1,3,Other,Farmer,No,No,103743.0,4,4.94,4.33
29/04/2018,F,18.0,Rural,LE3,Together,2,3,At_home,Business,No,No,78016.0,5,3.1,2.38
29/04/2018,M,18.0,Rural,GT3,Together,2,3,Teacher,Farmer,Yes,No,48002.0,4,3.65,3.09
29/04/2018,M,19.0,Urban,GT3,Together,1,1,At_home,Health,Yes,Yes,113386.0,4,3.4,2.68
29/04/2018,M,17.0,Urban,GT3,Together,0,3,At_home,Business,Yes,Yes,93250.0,2,4.22,3.46
29/04/2018,F,19.0,Rural,GT3,Together,0,2,Other,Services,No,No,68388.0,1,4.11,3.46
29/04/2018,F,17.0,Rural,GT3,Together,0,0,Services,Services,No,No,46323.0,2,3.22,2.67
29/04/2018,F,17.0,Urban,GT3,Together,3,3,Services,Business,No,No,83733.0,2,3.35,2.85
29/04/2018,F,18.0,Urban,GT3,Together,0,2,Other,Business,No,No,106319.0,4,3.89,3.18
29/04/2018,F,17.0,Urban,LE3,Together,3,2,Other,Teacher,Yes,No,82223.0,3,3.94,3.2
29/04/2018,M,17.0,Rural,GT3,Together,3,2,Other,Business,Yes,No,56868.0,1,3.65,2.99
29/04/2018,F,19.0,Urban,LE3,Together,0,2,Teacher,Teacher,Yes,No,99196.0,3,3.6,2.89
29/04/2018,M,18.0,Rural,GT3,Together,2,2,Health,Teacher,No,No,37080.0,4,3.0,2.7
29/04/2018,M,17.0,Urban,GT3,Together,4,4,At_home,Teacher,Yes,No,98776.0,5,5.0,4.2
29/04/2018,M,17.0,Urban,GT3,Together,3,1,Other,Teacher,No,No,80695.0,2,4.21,3.73
29/04/2018,M,18.0,Rural,GT3,Together,2,4,,Health,No,No,67969.0,4,3.8,3.13
29/04/2018,M,19.0,Rural,GT3,Together,3,2,Other,Services,No,No,52049.0,4,4.43,3.8
29/04/2018,F,18.0,Rural,GT3,Together,3,1,Services,Teacher,No,No,55628.0,3,3.67,3.03
29/04/2018,M,18.0,Rural,LE3,Together,1,1,Other,Services,No,No,38265.0,5,3.27,2.52
29/04/2018,F,17.0,Rural,LE3,Together,3,2,At_home,Teacher,Yes,No,64671.0,2,4.02,3.32
29/04/2018,M,17.0,Urban,GT3,Together,2,3,Other,Services,No,No,87460.0,5,3.89,3.37
29/04/2018,M,19.0,Rural,GT3,Together,2,0,At_home,Business,Yes,No,38477.0,5,4.89,4.03
29/04/2018,M,17.0,Urban,GT3,Apart,4,1,Teacher,Business,Yes,No,87202.0,5,3.32,2.53
29/04/2018,M,17.0,Rural,GT3,Together,3,3,Health,Services,No,No,63874.0,1,3.17,2.86
29/04/2018,F,18.0,Rural,LE3,Apart,1,0,Services,Teacher,Yes,No,71217.0,5,5.0,4.32
29/04/2018,M,17.0,Urban,LE3,Together,0,4,At_home,Health,No,No,76850.0,4,4.57,4.12
29/04/2018,F,19.0,Rural,LE3,Together,2,3,Teacher,Services,Yes,No,74085.0,1,4.21,3.5
29/04/2018,M,18.0,Urban,GT3,Together,3,2,Health,Farmer,No,No,100809.0,1,3.36,3.18
29/04/2018,F,19.0,Urban,GT3,Together,2,2,Health,Health,No,Yes,80350.0,5,4.07,3.34
29/04/2018,F,18.0,Rural,GT3,Together,4,0,Health,Farmer,No,No,47806.0,4,2.96,2.33
29/04/2018,F,17.0,Urban,LE3,Together,3,4,At_home,Services,No,No,87163.0,2,3.47,3.16
29/04/2018,M,18.0,Rural,GT3,Together,2,1,,Teacher,No,No,63832.0,5,3.04,2.39
29/04/2018,M,18.0,Urban,GT3,Together,0,2,Other,Farmer,No,No,65185.0,1,3.31,2.43
29/04/2018,M,17.0,Urban,GT3,Apart,2,2,Teacher,Services,No,No,115838.0,2,3.03,2.66
29/04/2018,F,17.0,Urban,LE3,Together,2,1,Teacher,Health,Yes,No,99718.0,2,4.25,3.33
29/04/2018,M,19.0,Urban,GT3,Together,2,2,Teacher,Teacher,No,No,86545.0,1,4.96,4.41
29/04/2018,M,19.0,Rural,GT3,Apart,2,4,At_home,Farmer,Yes,No,60215.0,2,4.43,3.5
29/04/2018,F,,Rural,LE3,Together,2,2,At_home,Services,No,No,63325.0,4,4.29,3.58
29/04/2018,M,17.0,Rural,LE3,Together,1,4,At_home,Teacher,No,No,48458.0,4,3.58,2.99
29/04/2018,F,17.0,Rural,GT3,Together,1,4,Teacher,Teacher,Yes,No,46006.0,5,3.92,3.2
29/04/2018,M,18.0,Urban,GT3,Apart,2,2,At_home,Business,No,No,103544.0,5,3.1,2.4
29/04/2018,M,18.0,Rural,LE3,Together,1,2,Health,Teacher,Yes,No,62969.0,2,2.96,2.31
29/04/2018,F,18.0,Urban,LE3,Together,1,2,At_home,Services,No,Yes,81284.0,1,2.86,2.73
29/04/2018,M,17.0,Urban,GT3,Together,1,3,Services,Health,No,No,108478.0,4,3.01,2.24
29/04/2018,F,19.0,Rural,GT3,Together,2,1,At_home,Business,Yes,No,62655.0,3,4.25,3.55
29/04/2018,M,17.0,Urban,GT3,Together,0,4,At_home,Services,No,Yes,94143.0,5,4.32,3.44
29/04/2018,M,18.0,Urban,LE3,Together,3,3,At_home,Services,No,No,95698.0,4,3.21,3.1
29/04/2018,F,18.0,Rural,GT3,Together,2,2,At_home,Services,Yes,No,69870.0,2,3.99,3.37
29/04/2018,F,17.0,Rural,GT3,Together,2,3,Services,Farmer,No,No,44102.0,4,4.54,3.99
29/04/2018,F,17.0,Rural,GT3,Together,3,2,Other,Farmer,No,No,41571.0,4,3.7,2.94
29/04/2018,M,18.0,Urban,LE3,Together,1,4,At_home,Health,Yes,No,107893.0,2,3.32,2.8
29/04/2018,F,18.0,Urban,GT3,Together,2,2,Health,Services,Yes,No,114465.0,5,3.53,2.48
29/04/2018,M,18.0,Rural,GT3,Together,4,0,Services,Farmer,No,No,66553.0,5,4.73,4.21
29/04/2018,M,17.0,Urban,GT3,Together,3,1,Other,Farmer,No,No,98543.0,3,3.75,3.0
29/04/2018,F,18.0,Rural,GT3,Together,4,4,At_home,Farmer,No,Yes,73901.0,3,5.0,4.52
29/04/2018,M,18.0,Urban,GT3,Apart,3,2,Other,Health,No,No,94034.0,5,3.37,2.43
29/04/2018,F,19.0,Rural,LE3,Together,1,4,Health,Health,No,No,57120.0,5,3.47,2.87
29/04/2018,M,17.0,Urban,GT3,Together,0,0,,Services,No,No,66329.0,5,2.89,2.19
29/04/2018,M,19.0,Rural,LE3,Together,2,1,,Business,Yes,No,76420.0,5,4.5,3.75
29/04/2018,M,19.0,Rural,GT3,Apart,1,1,Other,Services,Yes,No,55382.0,4,3.86,2.76
29/04/2018,F,18.0,Rural,GT3,Together,1,2,At_home,Farmer,No,No,33699.0,3,3.21,2.84
29/04/2018,F,17.0,Urban,GT3,Together,3,2,Teacher,Farmer,Yes,No,118795.0,2,3.57,2.95
29/04/2018,F,18.0,Rural,GT3,Together,1,1,Services,Teacher,Yes,No,40667.0,1,4.12,3.31
29/04/2018,F,17.0,Rural,GT3,Together,1,3,Teacher,Services,No,No,67591.0,2,3.26,2.91
29/04/2018,F,19.0,Urban,LE3,Together,3,2,Services,Farmer,Yes,No,122115.0,1,4.02,3.35
29/04/2018,F,17.0,,LE3,Together,3,1,At_home,Farmer,No,No,63459.0,4,4.38,3.7
29/04/2018,M,18.0,Urban,GT3,Together,1,2,At_home,Business,No,No,76959.0,3,3.52,2.84
29/04/2018,M,18.0,Urban,LE3,Together,3,3,Services,Teacher,Yes,No,109581.0,1,2.59,2.33
